officename,pincode,officeType,Deliverystatus,divisionname,regionname,circlename,Taluk,Districtname,statename,Telephone,RelatedSuboffice,RelatedHeadoffice
Bongbal Khullen B.O,795149,B.O,Delivery,Manipur,North Eastern,North Eastern,Nil,Thoubal,MANIPUR,NA,Yairipok S.O,Imphal H.O
Bongjoi B.O,795131,B.O,Delivery,Manipur,North Eastern,North Eastern,Nil,Chandel,MANIPUR,NA,Moreh S.O,Imphal H.O
Bongli B.O,795135,B.O,Delivery,Manipur,North Eastern,North Eastern,Nil,Thoubal,MANIPUR,NA,Pallel S.O,Imphal H.O
Bongmun B.O,795116,B.O,Delivery,Manipur,North Eastern,North Eastern,Nil,Imphal West,MANIPUR,NA,Jiribam Bazar S.O,Imphal H.O
Bongoijang B.O,795141,B.O,Delivery,Manipur,North Eastern,North Eastern,Nil,Tamenglong,MANIPUR,NA,Tamenglong S.O,Imphal H.O
Borobekra B.O,795116,B.O,Delivery,Manipur,North Eastern,North Eastern,Nil,Imphal West,MANIPUR,NA,Jiribam Bazar S.O,Imphal H.O
Boroyangbi B.O,795133,B.O,Delivery,Manipur,North Eastern,North Eastern,Nil,Bishnupur,MANIPUR,NA,Moirang S.O,Imphal H.O
BR Colony B.O,795115,B.O,Delivery,Manipur,North Eastern,North Eastern,Nil,Imphal West,MANIPUR,NA,Gularthol S.O,Imphal H.O
Bukpi B.O,795143,B.O,Delivery,Manipur,North Eastern,North Eastern,Nil,Churachandpur,MANIPUR,NA,Thanlon S.O,Imphal H.O
Bunglon B.O,795133,B.O,Delivery,Manipur,North Eastern,North Eastern,Nil,Bishnupur,MANIPUR,NA,Moirang S.O,Imphal H.O
Bunglong B.O,795118,B.O,Delivery,Manipur,North Eastern,North Eastern,Nil,Senapati,MANIPUR,NA,Saikul S.O,Imphal H.O
Bungmual B.O,795128,B.O,Delivery,Manipur,North Eastern,North Eastern,Nil,Churachandpur,MANIPUR,NA,Churachandpur S.O,Imphal H.O
Bungpilon B.O,795143,B.O,Delivery,Manipur,North Eastern,North Eastern,Nil,Churachandpur,MANIPUR,NA,Thanlon S.O,Imphal H.O
Bungte Chiru B.O,795134,B.O,Delivery,Manipur,North Eastern,North Eastern,Nil,Bishnupur,MANIPUR,NA,Nambol S.O,Imphal H.O
Canchipur (T/C/D) B.O,795003,B.O,Delivery,Manipur,North Eastern,North Eastern,Nil,Imphal West,MANIPUR,NA,Manipur University S.O,Imphal H.O
Central Agriculture University B.O,795004,B.O,Delivery,Manipur,North Eastern,North Eastern,Nil,Imphal West,MANIPUR,NA,Lamphelpat S.O,Imphal H.O
Ch. Khongnangpokpi B.O,795136,B.O,Delivery,Manipur,North Eastern,North Eastern,Nil,Imphal West,MANIPUR,NA,Sekmai S.O,Imphal H.O
Chabung Company B.O,795132,B.O,Delivery,Manipur,North Eastern,North Eastern,Nil,Imphal West,MANIPUR,NA,Mayang Imphal S.O,Imphal H.O
Chadong B.O,795145,B.O,Delivery,Manipur,North Eastern,North Eastern,Nil,Ukhrul,MANIPUR,NA,Litan S.O,Imphal H.O
Chairen B.O,795101,B.O,Delivery,Manipur,North Eastern,North Eastern,Nil,Thoubal,MANIPUR,NA,Sugnu S.O,Imphal H.O
Chaiton B.O,795125,B.O,Delivery,Manipur,North Eastern,North Eastern,Nil,Tamenglong,MANIPUR,NA,Tamei S.O,Imphal H.O
Chajing Pt II B.O,795130,B.O,Delivery,Manipur,North Eastern,North Eastern,Nil,Thoubal,MANIPUR,NA,Lilong S.O,Imphal H.O
Chakpikarong S.O,795102,S.O,Delivery,Manipur,North Eastern,North Eastern,Nil,Chandel,MANIPUR,NA,NA,Imphal H.O
Chalwa (P) B.O,795112,B.O,Delivery,Manipur,North Eastern,North Eastern,Nil,Senapati,MANIPUR,NA,T Waichong S.O,Imphal H.O
Champanagar B.O,795116,B.O,Delivery,Manipur,North Eastern,North Eastern,Nil,Imphal West,MANIPUR,NA,Jiribam Bazar S.O,Imphal H.O
Chamu B.O,795142,B.O,Delivery,Manipur,North Eastern,North Eastern,Nil,Ukhrul,MANIPUR,NA,Ukhrul S.O,Imphal H.O
Chandel S.O,795127,S.O,Delivery,Manipur,North Eastern,North Eastern,Nil,Chandel,MANIPUR,03872-222227,NA,Imphal H.O
Chandraman B.O,795122,B.O,Delivery,Manipur,North Eastern,North Eastern,Nil,Senapati,MANIPUR,NA,Kalapahar S.O,Imphal H.O
Changamdabi B.O,795149,B.O,Delivery,Manipur,North Eastern,North Eastern,Nil,Thoubal,MANIPUR,NA,Yairipok S.O,Imphal H.O
Charangpat B.O,795138,B.O,Delivery,Manipur,North Eastern,North Eastern,Nil,Thoubal,MANIPUR,NA,Thoubal S.O,Imphal H.O
Charoi Khullel B.O,795124,B.O,Delivery,Manipur,North Eastern,North Eastern,Nil,Bishnupur,MANIPUR,NA,Loktak Project S.O,Imphal H.O
Charoi Tupul B.O,795159,B.O,Delivery,Manipur,North Eastern,North Eastern,Nil,Tamenglong,MANIPUR,NA,None S.O,Imphal H.O
Chassad B.O,795145,B.O,Delivery,Manipur,North Eastern,North Eastern,Nil,Ukhrul,MANIPUR,NA,Litan S.O,Imphal H.O
Chaton B.O,795135,B.O,Delivery,Manipur,North Eastern,North Eastern,Nil,Thoubal,MANIPUR,NA,Pallel S.O,Imphal H.O
Chawanamei B.O,795104,B.O,Delivery,Manipur,North Eastern,North Eastern,Nil,Senapati,MANIPUR,NA,Tadubi S.O,Imphal H.O
Chehjang B.O,795128,B.O,Delivery,Manipur,North Eastern,North Eastern,Nil,Churachandpur,MANIPUR,NA,Churachandpur S.O,Imphal H.O
Chelhep B.O,795135,B.O,Delivery,Manipur,North Eastern,North Eastern,Nil,Thoubal,MANIPUR,NA,Pallel S.O,Imphal H.O
Cheljang B.O,795112,B.O,Delivery,Manipur,North Eastern,North Eastern,Nil,Senapati,MANIPUR,NA,T Waichong S.O,Imphal H.O
Chenpal B.O,795131,B.O,Delivery,Manipur,North Eastern,North Eastern,Nil,Chandel,MANIPUR,NA,Moreh S.O,Imphal H.O
Cherapur B.O,795148,B.O,Delivery,Manipur,North Eastern,North Eastern,Nil,Thoubal,MANIPUR,NA,Wangjing S.O,Imphal H.O
Chingai (P) B.O,795142,B.O,Delivery,Manipur,North Eastern,North Eastern,Nil,Ukhrul,MANIPUR,NA,Ukhrul S.O,Imphal H.O
Chingai Khullen B.O,795104,B.O,Delivery,Manipur,North Eastern,North Eastern,Nil,Senapati,MANIPUR,NA,Tadubi S.O,Imphal H.O
Chingjaroiedbo B.O,795142,B.O,Delivery,Manipur,North Eastern,North Eastern,Nil,Ukhrul,MANIPUR,NA,Ukhrul S.O,Imphal H.O
Chingkonpang S.O,795128,S.O,Non-Delivery,Manipur,North Eastern,North Eastern,Nil,Churachandpur,MANIPUR,03874-234380,NA,Imphal H.O
Chingmang B.O,795010,B.O,Delivery,Manipur,North Eastern,North Eastern,Nil,Imphal East,MANIPUR,NA,Lamlong S.O,Imphal H.O
Chingmun B.O,795116,B.O,Delivery,Manipur,North Eastern,North Eastern,Nil,Imphal West,MANIPUR,NA,Jiribam Bazar S.O,Imphal H.O
Chirai Muslim B.O,795132,B.O,Delivery,Manipur,North Eastern,North Eastern,Nil,Imphal West,MANIPUR,NA,Mayang Imphal S.O,Imphal H.O
Chither (P) B.O,795142,B.O,Delivery,Manipur,North Eastern,North Eastern,Nil,Ukhrul,MANIPUR,NA,Ukhrul S.O,Imphal H.O
Chongmun B.O,795147,B.O,Delivery,Manipur,North Eastern,North Eastern,Nil,Tamenglong,MANIPUR,NA,Nungba S.O,Imphal H.O
Chothemunpi B.O,795128,B.O,Delivery,Manipur,North Eastern,North Eastern,Nil,Churachandpur,MANIPUR,NA,Churachandpur S.O,Imphal H.O
Christan Centre Haochong B.O,795146,B.O,Delivery,Manipur,North Eastern,North Eastern,Nil,Imphal West,MANIPUR,NA,Lamsang S.O,Imphal H.O
Churachandpur S.O,795128,S.O,Delivery,Manipur,North Eastern,North Eastern,Nil,Churachandpur,MANIPUR,03874-234227,NA,Imphal H.O
CRPF Camp Langjing S.O,795113,S.O,Delivery,Manipur,North Eastern,North Eastern,Nil,Imphal West,MANIPUR,0385-2436139,NA,Imphal H.O
D.M College S.O,795001,S.O,Non-Delivery,Manipur,North Eastern,North Eastern,Nil,Imphal West,MANIPUR,0385-2450572,NA,Imphal H.O
Dailong B.O,795141,B.O,Delivery,Manipur,North Eastern,North Eastern,Nil,Tamenglong,MANIPUR,NA,Tamenglong S.O,Imphal H.O
Dolaithabi B.O,795114,B.O,Delivery,Manipur,North Eastern,North Eastern,Nil,Imphal East,MANIPUR,NA,Pngaei Yangdong S.O,Imphal H.O
Dolang B.O,795126,B.O,Delivery,Manipur,North Eastern,North Eastern,Nil,Bishnupur,MANIPUR,NA,Bishnupur S.O (Bishnupur),Imphal H.O
Dolang B.O,795118,B.O,Delivery,Manipur,North Eastern,North Eastern,Nil,Bishnupur,MANIPUR,NA,Saikul S.O,Imphal H.O
Dolang Khunou B.O,795126,B.O,Delivery,Manipur,North Eastern,North Eastern,Nil,Bishnupur,MANIPUR,NA,Bishnupur S.O (Bishnupur),Imphal H.O
Dopkon B.O,795133,B.O,Delivery,Manipur,North Eastern,North Eastern,Nil,Bishnupur,MANIPUR,NA,Moirang S.O,Imphal H.O
Dullen (T/C/D) B.O,795125,B.O,Delivery,Manipur,North Eastern,North Eastern,Nil,Tamenglong,MANIPUR,NA,Tamei S.O,Imphal H.O
Duthang B.O,795127,B.O,Delivery,Manipur,North Eastern,North Eastern,Nil,Chandel,MANIPUR,NA,Chandel S.O,Imphal H.O
Elangkhangpokpi B.O,795103,B.O,Delivery,Manipur,North Eastern,North Eastern,Nil,Thoubal,MANIPUR,NA,Kakching S.O,Imphal H.O
Ethai Bazar B.O,795133,B.O,Delivery,Manipur,North Eastern,North Eastern,Nil,Bishnupur,MANIPUR,NA,Moirang S.O,Imphal H.O
Galam B.O,795118,B.O,Delivery,Manipur,North Eastern,North Eastern,Nil,Senapati,MANIPUR,NA,Saikul S.O,Imphal H.O
Gamphajal B.O,795131,B.O,Delivery,Manipur,North Eastern,North Eastern,Nil,Chandel,MANIPUR,NA,Moreh S.O,Imphal H.O
Ganel B.O,795112,B.O,Delivery,Manipur,North Eastern,North Eastern,Nil,Senapati,MANIPUR,NA,T Waichong S.O,Imphal H.O
Gangpijang B.O,795118,B.O,Delivery,Manipur,North Eastern,North Eastern,Nil,Senapati,MANIPUR,NA,Saikul S.O,Imphal H.O
Geljaing B.O,795128,B.O,Delivery,Manipur,North Eastern,North Eastern,Nil,Churachandpur,MANIPUR,NA,Churachandpur S.O,Imphal H.O
Gelmol B.O,795133,B.O,Delivery,Manipur,North Eastern,North Eastern,Nil,Bishnupur,MANIPUR,NA,Moirang S.O,Imphal H.O
Gobok B.O,795102,B.O,Delivery,Manipur,North Eastern,North Eastern,Nil,Chandel,MANIPUR,NA,Chakpikarong S.O,Imphal H.O
Grihang B.O,795145,B.O,Delivery,Manipur,North Eastern,North Eastern,Nil,Ukhrul,MANIPUR,NA,Litan S.O,Imphal H.O
Gularthol S.O,795115,S.O,Delivery,Manipur,North Eastern,North Eastern,Nil,Imphal West,MANIPUR,0385-2450652,NA,Imphal H.O
Haipi B.O,795122,B.O,Delivery,Manipur,North Eastern,North Eastern,Nil,Senapati,MANIPUR,NA,Kalapahar S.O,Imphal H.O
Hamkeilon B.O,795128,B.O,Delivery,Manipur,North Eastern,North Eastern,Nil,Churachandpur,MANIPUR,NA,Churachandpur S.O,Imphal H.O
Hanship B.O,795143,B.O,Delivery,Manipur,North Eastern,North Eastern,Nil,Churachandpur,MANIPUR,NA,Thanlon S.O,Imphal H.O
Haochong B.O,795159,B.O,Delivery,Manipur,North Eastern,North Eastern,Nil,Tamenglong,MANIPUR,NA,None S.O,Imphal H.O
Haokha B.O,795138,B.O,Delivery,Manipur,North Eastern,North Eastern,Nil,Thoubal,MANIPUR,NA,Thoubal S.O,Imphal H.O
Haokhongching B.O,795149,B.O,Delivery,Manipur,North Eastern,North Eastern,Nil,Thoubal,MANIPUR,NA,Yairipok S.O,Imphal H.O
Haorang Kairel B.O,795113,B.O,Delivery,Manipur,North Eastern,North Eastern,Nil,Imphal West,MANIPUR,NA,CRPF Camp Langjing S.O,Imphal H.O
Haoreibi B.O,795009,B.O,Delivery,Manipur,North Eastern,North Eastern,Nil,Imphal West,MANIPUR,NA,Wangoi S.O,Imphal H.O
Haoreibi Mayai Leikai B.O,795130,B.O,Delivery,Manipur,North Eastern,North Eastern,Nil,Thoubal,MANIPUR,NA,Lilong S.O,Imphal H.O
Haotak Khullen B.O,795126,B.O,Delivery,Manipur,North Eastern,North Eastern,Nil,Bishnupur,MANIPUR,NA,Bishnupur S.O (Bishnupur),Imphal H.O
Haotakphailen B.O,795133,B.O,Delivery,Manipur,North Eastern,North Eastern,Nil,Bishnupur,MANIPUR,NA,Moirang S.O,Imphal H.O
Haraorou B.O,795114,B.O,Delivery,Manipur,North Eastern,North Eastern,Nil,Imphal East,MANIPUR,NA,Pngaei Yangdong S.O,Imphal H.O
Heibong Makhong B.O,795132,B.O,Delivery,Manipur,North Eastern,North Eastern,Nil,Imphal West,MANIPUR,NA,Mayang Imphal S.O,Imphal H.O
Heibongpokpi B.O,795146,B.O,Delivery,Manipur,North Eastern,North Eastern,Nil,Imphal West,MANIPUR,NA,Lamsang S.O,Imphal H.O
Heikrujam B.O,795134,B.O,Delivery,Manipur,North Eastern,North Eastern,Nil,Bishnupur,MANIPUR,NA,Nambol S.O,Imphal H.O
Heingang B.O,795002,B.O,Delivery,Manipur,North Eastern,North Eastern,Nil,Imphal West,MANIPUR,NA,Mantripukhri S.O,Imphal H.O
Heinganglok B.O,795149,B.O,Delivery,Manipur,North Eastern,North Eastern,Nil,Thoubal,MANIPUR,NA,Yairipok S.O,Imphal H.O
Heinoumakhong B.O,795130,B.O,Delivery,Manipur,North Eastern,North Eastern,Nil,Thoubal,MANIPUR,NA,Lilong S.O,Imphal H.O
Heinoumakhong B.O,795010,B.O,Delivery,Manipur,North Eastern,North Eastern,Nil,Imphal East,MANIPUR,NA,Lamlong S.O,Imphal H.O
Heirok Part 2 B.O,795148,B.O,Delivery,Manipur,North Eastern,North Eastern,Nil,Thoubal,MANIPUR,NA,Wangjing S.O,Imphal H.O
Hengbung B.O,795129,B.O,Delivery,Manipur,North Eastern,North Eastern,Nil,Senapati,MANIPUR,NA,Kangpokpi S.O,Imphal H.O
Henglep B.O,795128,B.O,Delivery,Manipur,North Eastern,North Eastern,Nil,Churachandpur,MANIPUR,NA,Churachandpur S.O,Imphal H.O
Hengtam B.O,795139,B.O,Delivery,Manipur,North Eastern,North Eastern,Nil,Churachandpur,MANIPUR,NA,Singhat S.O,Imphal H.O
Herok Part 1 B.O,795148,B.O,Delivery,Manipur,North Eastern,North Eastern,Nil,Thoubal,MANIPUR,NA,Wangjing S.O,Imphal H.O
Hivanalam B.O,795103,B.O,Delivery,Manipur,North Eastern,North Eastern,Nil,Thoubal,MANIPUR,NA,Kakching S.O,Imphal H.O
Hiyangthang B.O,795009,B.O,Delivery,Manipur,North Eastern,North Eastern,Nil,Imphal West,MANIPUR,NA,Wangoi S.O,Imphal H.O
Huidrom B.O,795010,B.O,Delivery,Manipur,North Eastern,North Eastern,Nil,Imphal East,MANIPUR,NA,Lamlong S.O,Imphal H.O
Huime B.O,795144,B.O,Delivery,Manipur,North Eastern,North Eastern,Nil,Ukhrul,MANIPUR,NA,Somdal S.O,Imphal H.O
Huining B.O,795142,B.O,Delivery,Manipur,North Eastern,North Eastern,Nil,Ukhrul,MANIPUR,NA,Ukhrul S.O,Imphal H.O
Hulkap B.O,795149,B.O,Delivery,Manipur,North Eastern,North Eastern,Nil,Thoubal,MANIPUR,NA,Yairipok S.O,Imphal H.O
Hundung B.O,795142,B.O,Delivery,Manipur,North Eastern,North Eastern,Nil,Ukhrul,MANIPUR,NA,Ukhrul S.O,Imphal H.O
Ichaigojang B.O,795118,B.O,Delivery,Manipur,North Eastern,North Eastern,Nil,Senapati,MANIPUR,NA,Saikul S.O,Imphal H.O
Ijairong B.O,795146,B.O,Delivery,Manipur,North Eastern,North Eastern,Nil,Imphal West,MANIPUR,NA,Lamsang S.O,Imphal H.O
Illong B.O,795125,B.O,Delivery,Manipur,North Eastern,North Eastern,Nil,Tamenglong,MANIPUR,NA,Tamei S.O,Imphal H.O
Imphal Bazar S.O,795001,S.O,Non-Delivery,Manipur,North Eastern,North Eastern,Nil,Imphal West,MANIPUR,0385-2450017,NA,Imphal H.O
Imphal H.O,795001,H.O,Delivery,Manipur,North Eastern,North Eastern,Nil,Imphal West,MANIPUR,0385-2450146,NA,NA
Irang B.O,795112,B.O,Delivery,Manipur,North Eastern,North Eastern,Nil,Senapati,MANIPUR,NA,T Waichong S.O,Imphal H.O
Irengbam B.O,795134,B.O,Delivery,Manipur,North Eastern,North Eastern,Nil,Bishnupur,MANIPUR,NA,Nambol S.O,Imphal H.O
Irengnaga B.O,795146,B.O,Delivery,Manipur,North Eastern,North Eastern,Nil,Imphal West,MANIPUR,NA,Lamsang S.O,Imphal H.O
Irilbung B.O,795008,B.O,Delivery,Manipur,North Eastern,North Eastern,Nil,Imphal East,MANIPUR,NA,Singjamei S.O,Imphal H.O
Iroisemaba B.O,795004,B.O,Delivery,Manipur,North Eastern,North Eastern,Nil,Imphal West,MANIPUR,NA,Lamphelpat S.O,Imphal H.O
Irom Meijrao B.O,795009,B.O,Delivery,Manipur,North Eastern,North Eastern,Nil,Imphal West,MANIPUR,NA,Wangoi S.O,Imphal H.O
Irong Chessabal B.O,795132,B.O,Delivery,Manipur,North Eastern,North Eastern,Nil,Imphal West,MANIPUR,NA,Mayang Imphal S.O,Imphal H.O
Irong Tangkhul B.O,795149,B.O,Delivery,Manipur,North Eastern,North Eastern,Nil,Thoubal,MANIPUR,NA,Yairipok S.O,Imphal H.O
Irong Thokchom (T/C/D) B.O,795138,B.O,Delivery,Manipur,North Eastern,North Eastern,Nil,Thoubal,MANIPUR,NA,Thoubal S.O,Imphal H.O
Irong Umang Khunou B.O,795132,B.O,Delivery,Manipur,North Eastern,North Eastern,Nil,Imphal West,MANIPUR,NA,Mayang Imphal S.O,Imphal H.O
Isok B.O,795134,B.O,Delivery,Manipur,North Eastern,North Eastern,Nil,Bishnupur,MANIPUR,NA,Nambol S.O,Imphal H.O
J Phaijang B.O,795107,B.O,Delivery,Manipur,North Eastern,North Eastern,Nil,Senapati,MANIPUR,NA,Motbung S.O,Imphal H.O
Jakurdhar B.O,795116,B.O,Delivery,Manipur,North Eastern,North Eastern,Nil,Imphal West,MANIPUR,NA,Jiribam Bazar S.O,Imphal H.O
Jampii (T/C/D) B.O,795125,B.O,Delivery,Manipur,North Eastern,North Eastern,Nil,Tamenglong,MANIPUR,NA,Tamei S.O,Imphal H.O
Jangnoi B.O,795118,B.O,Delivery,Manipur,North Eastern,North Eastern,Nil,Senapati,MANIPUR,NA,Saikul S.O,Imphal H.O
Jessami Edno B.O,795142,B.O,Delivery,Manipur,North Eastern,North Eastern,Nil,Ukhrul,MANIPUR,NA,Ukhrul S.O,Imphal H.O
Jiban Nager B.O,795124,B.O,Delivery,Manipur,North Eastern,North Eastern,Nil,Bishnupur,MANIPUR,NA,Loktak Project S.O,Imphal H.O
Jiribam Bazar S.O,795116,S.O,Delivery,Manipur,North Eastern,North Eastern,Nil,Imphal West,MANIPUR,03876-221220,NA,Imphal H.O
Jul Bangching B.O,795101,B.O,Delivery,Manipur,North Eastern,North Eastern,Nil,Thoubal,MANIPUR,NA,Sugnu S.O,Imphal H.O
K M College B.O,795103,B.O,Delivery,Manipur,North Eastern,North Eastern,Nil,Thoubal,MANIPUR,NA,Kakching S.O,Imphal H.O
K. Molnam B.O,795101,B.O,Delivery,Manipur,North Eastern,North Eastern,Nil,Thoubal,MANIPUR,NA,Sugnu S.O,Imphal H.O
Kabowakching B.O,795134,B.O,Delivery,Manipur,North Eastern,North Eastern,Nil,Bishnupur,MANIPUR,NA,Nambol S.O,Imphal H.O
Kachal B.O,795144,B.O,Delivery,Manipur,North Eastern,North Eastern,Nil,Ukhrul,MANIPUR,NA,Somdal S.O,Imphal H.O
Kadi B.O,795125,B.O,Delivery,Manipur,North Eastern,North Eastern,Nil,Tamenglong,MANIPUR,NA,Tamei S.O,Imphal H.O
Kagai B.O,795142,B.O,Delivery,Manipur,North Eastern,North Eastern,Nil,Ukhrul,MANIPUR,NA,Ukhrul S.O,Imphal H.O
Kahulong B.O,795141,B.O,Delivery,Manipur,North Eastern,North Eastern,Nil,Tamenglong,MANIPUR,NA,Tamenglong S.O,Imphal H.O
Kaibi B.O,795104,B.O,Delivery,Manipur,North Eastern,North Eastern,Nil,Senapati,MANIPUR,NA,Tadubi S.O,Imphal H.O
Kairang Litan Makhong B.O,795114,B.O,Delivery,Manipur,North Eastern,North Eastern,Nil,Imphal East,MANIPUR,NA,Pngaei Yangdong S.O,Imphal H.O
Kakching Khunou B.O,795103,B.O,Delivery,Manipur,North Eastern,North Eastern,Nil,Thoubal,MANIPUR,NA,Kakching S.O,Imphal H.O
Kakching S.O,795103,S.O,Delivery,Manipur,North Eastern,North Eastern,Nil,Thoubal,MANIPUR,03848-261230,NA,Imphal H.O
Kalapahar S.O,795122,S.O,Delivery,Manipur,North Eastern,North Eastern,Nil,Senapati,MANIPUR,0385-2450652,NA,Imphal H.O
Kalikalok B.O,795103,B.O,Delivery,Manipur,North Eastern,North Eastern,Nil,Thoubal,MANIPUR,NA,Kakching S.O,Imphal H.O
Kambang Khunou B.O,795135,B.O,Delivery,Manipur,North Eastern,North Eastern,Nil,Thoubal,MANIPUR,NA,Pallel S.O,Imphal H.O
Kambiron B.O,795147,B.O,Delivery,Manipur,North Eastern,North Eastern,Nil,Tamenglong,MANIPUR,NA,Nungba S.O,Imphal H.O
Kameng Kakching B.O,795010,B.O,Delivery,Manipur,North Eastern,North Eastern,Nil,Imphal East,MANIPUR,NA,Lamlong S.O,Imphal H.O
Kamong B.O,795134,B.O,Delivery,Manipur,North Eastern,North Eastern,Nil,Bishnupur,MANIPUR,NA,Nambol S.O,Imphal H.O
Kamu Tampak B.O,795149,B.O,Delivery,Manipur,North Eastern,North Eastern,Nil,Thoubal,MANIPUR,NA,Yairipok S.O,Imphal H.O
Kamu Tongam B.O,795149,B.O,Delivery,Manipur,North Eastern,North Eastern,Nil,Thoubal,MANIPUR,NA,Yairipok S.O,Imphal H.O
Kamuching B.O,795149,B.O,Delivery,Manipur,North Eastern,North Eastern,Nil,Thoubal,MANIPUR,NA,Yairipok S.O,Imphal H.O
Kangathei B.O,795133,B.O,Delivery,Manipur,North Eastern,North Eastern,Nil,Bishnupur,MANIPUR,NA,Moirang S.O,Imphal H.O
Kangchup Chiru B.O,795146,B.O,Delivery,Manipur,North Eastern,North Eastern,Nil,Imphal West,MANIPUR,NA,Lamsang S.O,Imphal H.O
Kangchup Hill (P) B.O,795146,B.O,Delivery,Manipur,North Eastern,North Eastern,Nil,Imphal West,MANIPUR,NA,Lamsang S.O,Imphal H.O
Kangchup Makhong B.O,795146,B.O,Delivery,Manipur,North Eastern,North Eastern,Nil,Imphal West,MANIPUR,NA,Lamsang S.O,Imphal H.O
Kangkap B.O,795139,B.O,Delivery,Manipur,North Eastern,North Eastern,Nil,Churachandpur,MANIPUR,NA,Singhat S.O,Imphal H.O
Kanglatongbi B.O,795136,B.O,Delivery,Manipur,North Eastern,North Eastern,Nil,Imphal West,MANIPUR,NA,Sekmai S.O,Imphal H.O
Kangpokpi Mission B.O,795129,B.O,Delivery,Manipur,North Eastern,North Eastern,Nil,Senapati,MANIPUR,NA,Kangpokpi S.O,Imphal H.O
Kangpokpi S.O,795129,S.O,Delivery,Manipur,North Eastern,North Eastern,Nil,Senapati,MANIPUR,03889-233307,NA,Imphal H.O
Kangvai Bazar B.O,795128,B.O,Delivery,Manipur,North Eastern,North Eastern,Nil,Churachandpur,MANIPUR,NA,Churachandpur S.O,Imphal H.O
Karakhul B.O,795002,B.O,Delivery,Manipur,North Eastern,North Eastern,Nil,Imphal West,MANIPUR,NA,Mantripukhri S.O,Imphal H.O
Karam Vaiphei B.O,795146,B.O,Delivery,Manipur,North Eastern,North Eastern,Nil,Imphal West,MANIPUR,NA,Lamsang S.O,Imphal H.O
Karong S.O,795007,S.O,Delivery,Manipur,North Eastern,North Eastern,Nil,Senapati,MANIPUR,0385-2450652,NA,Imphal H.O
Karongthel B.O,795148,B.O,Delivery,Manipur,North Eastern,North Eastern,Nil,Thoubal,MANIPUR,NA,Wangjing S.O,Imphal H.O
Kasanlong B.O,795125,B.O,Delivery,Manipur,North Eastern,North Eastern,Nil,Tamenglong,MANIPUR,NA,Tamei S.O,Imphal H.O
Kashimpur B.O,795115,B.O,Delivery,Manipur,North Eastern,North Eastern,Nil,Imphal West,MANIPUR,NA,Gularthol S.O,Imphal H.O
Kasom Khullen B.O,795149,B.O,Delivery,Manipur,North Eastern,North Eastern,Nil,Thoubal,MANIPUR,NA,Yairipok S.O,Imphal H.O
Keibung Mamang B.O,795138,B.O,Delivery,Manipur,North Eastern,North Eastern,Nil,Thoubal,MANIPUR,NA,Thoubal S.O,Imphal H.O
Keikao B.O,795141,B.O,Delivery,Manipur,North Eastern,North Eastern,Nil,Tamenglong,MANIPUR,NA,Tamenglong S.O,Imphal H.O
Keimai B.O,795115,B.O,Delivery,Manipur,North Eastern,North Eastern,Nil,Imphal West,MANIPUR,NA,Gularthol S.O,Imphal H.O
Keinou B.O,795134,B.O,Delivery,Manipur,North Eastern,North Eastern,Nil,Bishnupur,MANIPUR,NA,Nambol S.O,Imphal H.O
Keirak B.O,795103,B.O,Delivery,Manipur,North Eastern,North Eastern,Nil,Thoubal,MANIPUR,NA,Kakching S.O,Imphal H.O
Keirao Bitra Salam B.O,795008,B.O,Delivery,Manipur,North Eastern,North Eastern,Nil,Imphal East,MANIPUR,NA,Singjamei S.O,Imphal H.O
Keirao Makting B.O,795008,B.O,Delivery,Manipur,North Eastern,North Eastern,Nil,Imphal East,MANIPUR,NA,Singjamei S.O,Imphal H.O
Keirao Wangkhem B.O,795008,B.O,Delivery,Manipur,North Eastern,North Eastern,Nil,Imphal East,MANIPUR,NA,Singjamei S.O,Imphal H.O
Keithelmanbi B.O,795122,B.O,Delivery,Manipur,North Eastern,North Eastern,Nil,Senapati,MANIPUR,NA,Kalapahar S.O,Imphal H.O
Kh Jaikhan B.O,795116,B.O,Delivery,Manipur,North Eastern,North Eastern,Nil,Imphal West,MANIPUR,NA,Jiribam Bazar S.O,Imphal H.O
Khabi B.O,795134,B.O,Delivery,Manipur,North Eastern,North Eastern,Nil,Bishnupur,MANIPUR,NA,Nambol S.O,Imphal H.O
Khajang B.O,795143,B.O,Delivery,Manipur,North Eastern,North Eastern,Nil,Churachandpur,MANIPUR,NA,Thanlon S.O,Imphal H.O
Khamasom B.O,795142,B.O,Delivery,Manipur,North Eastern,North Eastern,Nil,Ukhrul,MANIPUR,NA,Ukhrul S.O,Imphal H.O
Khambathel B.O,795101,B.O,Delivery,Manipur,North Eastern,North Eastern,Nil,Thoubal,MANIPUR,NA,Sugnu S.O,Imphal H.O
Khamnam Bazar B.O,795113,B.O,Delivery,Manipur,North Eastern,North Eastern,Nil,Imphal West,MANIPUR,NA,CRPF Camp Langjing S.O,Imphal H.O
Khangabok B.O,795138,B.O,Delivery,Manipur,North Eastern,North Eastern,Nil,Thoubal,MANIPUR,NA,Thoubal S.O,Imphal H.O
Khangakhul B.O,795113,B.O,Delivery,Manipur,North Eastern,North Eastern,Nil,Imphal West,MANIPUR,NA,CRPF Camp Langjing S.O,Imphal H.O
